,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
4188,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.47397260273973,-1000.6657534246576,1,0,0,0,2.0,False
4189,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.47397260273973,-1000.6657534246576,1,0,0,0,2.0,False
4190,F,N,N,0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.16712328767123,-1000.6657534246576,1,0,0,0,1.0,False
4191,M,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.46027397260274,9.26849315068493,1,1,1,0,1.0,False
4192,M,Y,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.46027397260274,9.26849315068493,1,1,1,0,1.0,False
4193,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4194,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4195,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4196,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4197,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4198,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4199,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4200,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4201,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4202,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4203,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4204,F,N,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,46.66027397260274,1.7589041095890412,1,0,0,0,1.0,False
4205,F,N,Y,0,State servant,Incomplete higher,Civil marriage,House / apartment,28.32328767123288,2.1780821917808217,1,0,0,0,2.0,False
4206,F,N,Y,0,State servant,Incomplete higher,Civil marriage,House / apartment,28.32328767123288,2.1780821917808217,1,0,0,0,2.0,False
4207,F,N,Y,0,State servant,Incomplete higher,Civil marriage,House / apartment,28.32328767123288,2.1780821917808217,1,0,0,0,2.0,False
4208,F,N,Y,0,State servant,Incomplete higher,Civil marriage,House / apartment,28.32328767123288,2.1780821917808217,1,0,0,0,2.0,False
4209,F,N,Y,0,State servant,Incomplete higher,Civil marriage,House / apartment,28.32328767123288,2.1780821917808217,1,0,0,0,2.0,False
4210,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.33698630136986,-1000.6657534246576,1,0,0,0,2.0,False
4211,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.33698630136986,-1000.6657534246576,1,0,0,0,2.0,False
4212,M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,39.59178082191781,11.523287671232875,1,1,1,0,3.0,False
4213,F,N,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.14520547945205,6.098630136986301,1,1,0,0,2.0,False
4214,F,N,Y,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.14520547945205,6.098630136986301,1,1,0,0,2.0,False
4215,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,51.28219178082192,1.5972602739726027,1,1,0,0,3.0,False
4216,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.76164383561644,-1000.6657534246576,1,0,1,0,2.0,False
4217,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,54.942465753424656,17.60821917808219,1,0,1,0,2.0,False
4218,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,54.942465753424656,17.60821917808219,1,0,1,0,2.0,False
4219,F,N,Y,0,Working,Higher education,Widow,House / apartment,63.10958904109589,5.846575342465753,1,0,0,0,1.0,False
4220,F,N,Y,0,Working,Higher education,Widow,House / apartment,63.10958904109589,5.846575342465753,1,0,0,0,1.0,False
4221,F,N,Y,0,Working,Higher education,Widow,House / apartment,63.10958904109589,5.846575342465753,1,0,0,0,1.0,False
4222,F,N,Y,0,Working,Higher education,Widow,House / apartment,63.10958904109589,5.846575342465753,1,0,0,0,1.0,False
4223,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.824657534246576,0.8438356164383561,1,0,0,0,1.0,False
4224,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,46.391780821917806,28.44931506849315,1,1,1,0,2.0,False
4225,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,46.391780821917806,28.44931506849315,1,1,1,0,2.0,False
4226,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,46.391780821917806,28.44931506849315,1,1,1,0,2.0,False
4227,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.86027397260274,-1000.6657534246576,1,0,0,0,2.0,False
4228,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.86027397260274,-1000.6657534246576,1,0,0,0,2.0,False
4229,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,68.76438356164384,-1000.6657534246576,1,0,0,0,1.0,False
4230,F,N,Y,0,State servant,Higher education,Married,House / apartment,50.85753424657534,22.695890410958903,1,1,1,0,2.0,False
4231,F,N,Y,0,State servant,Higher education,Married,House / apartment,50.85753424657534,22.695890410958903,1,1,1,0,2.0,False
4232,F,N,Y,0,State servant,Higher education,Married,House / apartment,50.85753424657534,22.695890410958903,1,1,1,0,2.0,False
4233,F,N,Y,0,State servant,Higher education,Married,House / apartment,50.85753424657534,22.695890410958903,1,1,1,0,2.0,False
4234,F,N,Y,0,State servant,Higher education,Married,House / apartment,50.85753424657534,22.695890410958903,1,1,1,0,2.0,False
4235,F,N,Y,0,State servant,Higher education,Married,House / apartment,50.85753424657534,22.695890410958903,1,1,1,0,2.0,False
4236,M,N,Y,0,Commercial associate,Higher education,Separated,House / apartment,52.87123287671233,6.764383561643836,1,0,0,0,1.0,False
4237,M,N,Y,0,Commercial associate,Higher education,Separated,House / apartment,52.87123287671233,6.764383561643836,1,0,0,0,1.0,False
4238,F,N,Y,0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.03013698630137,-1000.6657534246576,1,0,0,0,1.0,False
4239,F,N,Y,1,Commercial associate,Incomplete higher,Married,House / apartment,33.367123287671234,3.175342465753425,1,0,1,0,3.0,False
4240,F,N,Y,1,Commercial associate,Incomplete higher,Married,House / apartment,33.367123287671234,3.175342465753425,1,0,1,0,3.0,False
4241,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.33698630136986,-1000.6657534246576,1,0,1,0,2.0,False
4242,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.33698630136986,-1000.6657534246576,1,0,1,0,2.0,False
4243,F,Y,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.33698630136986,-1000.6657534246576,1,0,1,0,2.0,False
4244,F,N,N,0,Working,Higher education,Single / not married,Office apartment,51.98082191780822,9.01095890410959,1,0,0,0,1.0,False
4245,F,N,N,0,Working,Higher education,Single / not married,Office apartment,51.98082191780822,9.01095890410959,1,0,0,0,1.0,False
4246,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,63.706849315068496,18.101369863013694,1,0,1,0,1.0,False
4247,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,27.676712328767124,1.5095890410958903,1,0,0,0,2.0,False
4248,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,27.676712328767124,1.5095890410958903,1,0,0,0,2.0,False
4249,F,N,N,0,State servant,Incomplete higher,Married,House / apartment,28.26027397260274,8.178082191780822,1,0,0,0,2.0,False
4250,F,Y,Y,0,Working,Higher education,Married,Co-op apartment,46.57260273972603,6.67945205479452,1,0,0,0,2.0,False
4251,F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,35.78356164383562,4.260273972602739,1,0,0,0,4.0,False
4252,F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,35.78356164383562,4.260273972602739,1,0,0,0,4.0,False
4253,F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,35.78356164383562,4.260273972602739,1,0,0,0,4.0,False
4254,F,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,35.78356164383562,4.260273972602739,1,0,0,0,4.0,False
4255,F,Y,Y,0,Working,Secondary / secondary special,Married,With parents,41.45479452054794,17.687671232876713,1,0,0,0,2.0,False
4256,F,Y,Y,0,Working,Secondary / secondary special,Married,With parents,41.45479452054794,17.687671232876713,1,0,0,0,2.0,False
4257,F,Y,Y,0,Working,Secondary / secondary special,Married,With parents,41.45479452054794,17.687671232876713,1,0,0,0,2.0,False
4258,F,Y,Y,1,State servant,Secondary / secondary special,Married,With parents,37.293150684931504,16.687671232876713,1,1,1,0,3.0,False
4259,M,Y,Y,0,Commercial associate,Higher education,Single / not married,With parents,29.3972602739726,3.26027397260274,1,0,0,0,1.0,False
4260,F,Y,N,0,Working,Higher education,Married,House / apartment,36.016438356164386,5.926027397260274,1,0,0,0,2.0,True
4261,F,Y,N,0,Working,Higher education,Married,House / apartment,36.016438356164386,5.926027397260274,1,0,0,0,2.0,False
4262,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4263,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4264,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4265,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4266,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4267,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4268,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4269,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4270,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4271,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4272,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4273,F,Y,Y,0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,1.0,False
4274,M,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,55.87671232876713,7.347945205479452,1,0,0,0,2.0,False
4275,M,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,55.87671232876713,7.347945205479452,1,0,0,0,2.0,False
4276,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4277,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4278,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4279,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4280,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4281,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4282,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4283,F,Y,N,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.057534246575344,18.6027397260274,1,0,0,0,1.0,False
4284,F,N,N,2,State servant,Incomplete higher,Married,With parents,31.88219178082192,6.260273972602739,1,1,1,0,4.0,False
4285,F,N,N,2,State servant,Incomplete higher,Married,With parents,31.88219178082192,6.260273972602739,1,1,1,0,4.0,False
4286,F,N,N,2,State servant,Incomplete higher,Married,With parents,31.88219178082192,6.260273972602739,1,1,1,0,4.0,False
4287,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,39.50410958904109,6.594520547945206,1,1,1,0,2.0,False
4288,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,39.50410958904109,6.594520547945206,1,1,1,0,2.0,False
4289,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,39.50410958904109,6.594520547945206,1,1,1,0,2.0,False
4290,M,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,35.12602739726027,0.4246575342465753,1,0,0,0,2.0,False
4291,M,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,35.12602739726027,0.4246575342465753,1,0,0,0,2.0,False
4292,M,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,35.12602739726027,0.4246575342465753,1,0,0,0,2.0,True
4293,M,Y,Y,0,Commercial associate,Higher education,Separated,House / apartment,44.298630136986304,2.3424657534246576,1,1,1,0,1.0,False
4294,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4295,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4296,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4297,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4298,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4299,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4300,F,Y,Y,0,Working,Higher education,Married,House / apartment,36.915068493150685,7.928767123287671,1,1,1,0,2.0,False
4301,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.298630136986304,4.008219178082192,1,0,1,0,1.0,False
4302,F,N,Y,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,52.86301369863013,-1000.6657534246576,1,0,0,0,3.0,False
4303,F,N,Y,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,52.86301369863013,-1000.6657534246576,1,0,0,0,3.0,True
4304,F,N,N,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29.4,2.4246575342465757,1,0,0,0,1.0,False
4305,M,Y,Y,0,State servant,Secondary / secondary special,Married,House / apartment,26.21917808219178,7.178082191780822,1,0,0,0,2.0,False
4306,M,Y,Y,0,State servant,Secondary / secondary special,Married,House / apartment,26.21917808219178,7.178082191780822,1,0,0,0,2.0,False
4307,M,Y,Y,0,State servant,Secondary / secondary special,Married,House / apartment,26.21917808219178,7.178082191780822,1,0,0,0,2.0,False
4308,F,Y,Y,0,Working,Higher education,Married,House / apartment,32.76986301369863,6.093150684931507,1,1,0,0,2.0,False
4309,F,Y,Y,0,Working,Higher education,Married,House / apartment,32.76986301369863,6.093150684931507,1,1,0,0,2.0,False
4310,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4311,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4312,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4313,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4314,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4315,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4316,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4317,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,35.487671232876714,0.8383561643835616,1,1,1,0,2.0,False
4318,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,52.16438356164384,3.841095890410959,1,1,1,0,3.0,True
4319,F,N,Y,0,Working,Higher education,Married,House / apartment,31.534246575342465,8.095890410958905,1,0,1,0,2.0,False
4320,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4321,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4322,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4323,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4324,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4325,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4326,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4327,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,33.58082191780822,4.008219178082192,1,0,0,0,2.0,False
4328,F,Y,Y,1,Working,Higher education,Married,House / apartment,42.45479452054794,7.095890410958904,1,0,0,0,3.0,False
4329,F,Y,Y,1,Working,Higher education,Married,House / apartment,42.45479452054794,7.095890410958904,1,0,0,0,3.0,False
4330,M,N,Y,0,Commercial associate,Higher education,Single / not married,Rented apartment,27.36986301369863,3.345205479452055,1,0,1,0,1.0,False
4331,M,N,Y,0,Commercial associate,Higher education,Single / not married,Rented apartment,27.36986301369863,3.345205479452055,1,0,1,0,1.0,False
4332,M,N,Y,0,Commercial associate,Higher education,Single / not married,Rented apartment,27.36986301369863,3.345205479452055,1,0,1,0,1.0,False
4333,M,N,Y,0,Commercial associate,Higher education,Single / not married,Rented apartment,27.36986301369863,3.345205479452055,1,0,1,0,1.0,False
4334,M,N,Y,0,Commercial associate,Higher education,Single / not married,Rented apartment,27.36986301369863,3.345205479452055,1,0,1,0,1.0,False
4335,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4336,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4337,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4338,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4339,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4340,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4341,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,42.49315068493151,8.263013698630138,1,0,0,0,2.0,False
4342,F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.5013698630137,15.26849315068493,1,0,1,0,2.0,False
4343,F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.5013698630137,15.26849315068493,1,0,1,0,2.0,False
4344,F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.5013698630137,15.26849315068493,1,0,1,0,2.0,False
4345,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,38.865753424657534,4.756164383561644,1,0,1,0,3.0,False
4346,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,38.865753424657534,4.756164383561644,1,0,1,0,3.0,False
4347,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,38.865753424657534,4.756164383561644,1,0,1,0,3.0,False
4348,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,38.865753424657534,4.756164383561644,1,0,1,0,3.0,False
4349,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,38.865753424657534,4.756164383561644,1,0,1,0,3.0,False
4350,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,54.97260273972603,0.8383561643835616,1,0,1,0,2.0,False
4351,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4352,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4353,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4354,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4355,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4356,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4357,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4358,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4359,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.575342465753423,4.427397260273972,1,0,0,0,3.0,False
4360,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.93972602739726,-1000.6657534246576,1,0,1,0,2.0,False
4361,F,N,Y,1,Working,Incomplete higher,Married,House / apartment,38.62739726027397,4.427397260273972,1,0,0,0,3.0,False
4362,F,Y,N,0,State servant,Higher education,Single / not married,House / apartment,33.463013698630135,10.43013698630137,1,0,0,0,1.0,False
4363,F,Y,N,0,State servant,Higher education,Single / not married,House / apartment,33.463013698630135,10.43013698630137,1,0,0,0,1.0,False
4364,F,Y,N,0,State servant,Higher education,Single / not married,House / apartment,33.463013698630135,10.43013698630137,1,0,0,0,1.0,False
4365,F,Y,N,0,State servant,Higher education,Single / not married,House / apartment,33.463013698630135,10.43013698630137,1,0,0,0,1.0,False
4366,M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,38.88219178082192,2.2575342465753425,1,1,1,0,5.0,False
4367,M,Y,Y,3,Working,Secondary / secondary special,Married,House / apartment,38.88219178082192,2.2575342465753425,1,1,1,0,5.0,False
4368,F,N,Y,0,Commercial associate,Higher education,Married,House / apartment,36.73698630136986,2.0054794520547947,1,0,0,0,2.0,False
4369,F,N,Y,0,State servant,Higher education,Married,House / apartment,30.56986301369863,1.7534246575342465,1,0,1,0,2.0,False
4370,F,Y,Y,0,Working,Higher education,Married,House / apartment,47.608219178082194,15.101369863013698,1,0,0,0,2.0,False
4371,F,Y,Y,0,Working,Higher education,Married,House / apartment,47.608219178082194,15.101369863013698,1,0,0,0,2.0,False
4372,F,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,36.08219178082192,2.0904109589041098,1,1,0,0,2.0,False
4373,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,34.47945205479452,1.0054794520547945,1,0,0,0,3.0,False
4374,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,34.47945205479452,1.0054794520547945,1,0,0,0,3.0,False
4375,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,34.47945205479452,1.0054794520547945,1,0,0,0,3.0,False
4376,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,34.47945205479452,1.0054794520547945,1,0,0,0,3.0,False
4377,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,34.47945205479452,1.0054794520547945,1,0,0,0,3.0,False
4378,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4379,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4380,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4381,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4382,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4383,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4384,F,N,Y,0,State servant,Higher education,Married,House / apartment,41.49315068493151,10.01095890410959,1,0,1,0,2.0,False
4385,F,Y,N,0,State servant,Higher education,Married,House / apartment,49.15068493150685,27.27945205479452,1,1,0,0,2.0,False
4386,F,Y,N,3,Working,Higher education,Married,House / apartment,37.05479452054794,12.26849315068493,1,1,1,0,5.0,False
4387,F,N,N,0,State servant,Secondary / secondary special,Married,House / apartment,34.673972602739724,1.008219178082192,1,0,0,0,2.0,False
4388,M,N,N,0,Working,Incomplete higher,Married,House / apartment,27.145205479452056,0.7561643835616438,1,1,0,0,2.0,False
4389,M,N,N,0,Working,Incomplete higher,Married,House / apartment,27.145205479452056,0.7561643835616438,1,1,0,0,2.0,False
4390,M,N,N,0,Working,Incomplete higher,Married,House / apartment,27.145205479452056,0.7561643835616438,1,1,0,0,2.0,False
4391,M,N,N,0,Working,Incomplete higher,Married,House / apartment,27.145205479452056,0.7561643835616438,1,1,0,0,2.0,False
4392,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,44.85479452054795,10.684931506849315,1,0,1,0,2.0,False
4393,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,44.85479452054795,10.684931506849315,1,0,1,0,2.0,False
4394,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,44.85479452054795,10.684931506849315,1,0,1,0,2.0,False
4395,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,44.85479452054795,10.684931506849315,1,0,1,0,2.0,False
4396,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,44.85479452054795,10.684931506849315,1,0,1,0,2.0,False
4397,F,N,N,1,Commercial associate,Higher education,Separated,House / apartment,40.131506849315066,7.761643835616439,1,1,0,0,2.0,False
4398,F,N,N,1,Commercial associate,Higher education,Separated,House / apartment,40.131506849315066,7.761643835616439,1,1,0,0,2.0,False
4399,F,N,N,1,Commercial associate,Higher education,Separated,House / apartment,40.131506849315066,7.761643835616439,1,1,0,0,2.0,False
4400,F,N,N,1,Commercial associate,Higher education,Separated,House / apartment,40.131506849315066,7.761643835616439,1,1,0,0,2.0,False
4401,F,Y,N,0,Working,Secondary / secondary special,Married,Municipal apartment,47.59452054794521,2.6794520547945204,1,0,1,0,2.0,False
